FK_Name,Table_Schema,Table_NamE,Column_Name,Ref_Schema,Ref_Table,Ref_Column
FK_NotaTarja_ContratoEmbarque,dbo,NotaTarja,CodPais,dbo,ContratoEmbarque,CodPais
FK_NotaTarja_ContratoEmbarque,dbo,NotaTarja,Dealer,dbo,ContratoEmbarque,Dealer
FK_NotaTarja_ContratoEmbarque,dbo,NotaTarja,Correlativo,dbo,ContratoEmbarque,Correlativo
FK_NotaTarja_ContratoEmbarque,dbo,NotaTarja,NoContrato,dbo,ContratoEmbarque,NoContrato
FK_DetMaterialesProd_Bodega,dbo,DetMaterialProd,CodPais,dbo,Bodega,CodPais
FK_DetMaterialesProd_DEALERS,dbo,DetMaterialProd,CodPais,dbo,Dealer,CodPais
FK_DetMaterialesProd_PAISES,dbo,DetMaterialProd,CodPais,dbo,Pais,CodPais
FK_DetMaterialesProd_Bodega,dbo,DetMaterialProd,Dealer,dbo,Bodega,Dealer
FK_DetMaterialesProd_DEALERS,dbo,DetMaterialProd,Dealer,dbo,Dealer,Codigo
FK_DetMaterialesProd_Bodega,dbo,DetMaterialProd,Bodega,dbo,Bodega,Bodega
